hostname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,lum_class
Kepler-357,K,5036,0.83,0.79,0.18,[Fe/H],-0.556,4.5,13.8,2.0051,V
Kepler-859,K,5020,0.77,0.81,-0.02,[Fe/H],-0.556,4.59,4.57,3.65406,V
Kepler-1228,K,5063,0.74,0.78,-0.18,[Fe/H],-0.555,4.59,5.13,4.14027,V
Kepler-1335,K,4903,0.74,0.77,-0.07,[Fe/H],-0.555,4.6,4.9,3.76794,V
Kepler-547,K,4828,0.73,0.78,0.01,[Fe/H],-0.555,4.61,2.88,4.148,V
Kepler-577,K,4984,0.73,0.78,-0.14,[Fe/H],-0.555,4.61,3.8,2.56615,V
Kepler-1030,K,4983,0.76,0.8,-0.01,[Fe/H],-0.553,4.59,4.37,2.31795,V
Kepler-1208,K,5001,0.76,0.8,-0.03,[Fe/H],-0.553,4.59,4.47,19.93868,V
Kepler-531,K,4893,0.75,0.78,-0.03,[Fe/H],-0.552,4.58,7.76,2.37735,V
Kepler-828,K,5039,0.77,0.81,-0.02,[Fe/H],-0.543,4.58,4.57,3.92265,V
Kepler-1223,K,4870,0.75,0.8,0.04,[Fe/H],-0.541,4.6,3.63,1.8193,V
K2-163,K,4937,0.76,0.83,0.14,[Fe/H],-0.541,4.71,,2.30261,V
Kepler-482,K,4871,0.72,0.75,-0.13,[Fe/H],-0.539,4.6,6.03,9.17614,V
Kepler-1384,K,4919,0.74,0.78,-0.06,[Fe/H],-0.539,4.6,4.57,2.40021,V
Kepler-229,K,5120,0.73,0.8,0.16,[Fe/H],-0.538,4.63,1.1,3.16464,V
Kepler-1608,K,4992,0.72,0.75,-0.24,[Fe/H],-0.537,4.61,5.13,1.98837,V
Kepler-1167,K,4971,0.75,0.79,-0.05,[Fe/H],-0.536,4.6,4.27,2.85817,V
Kepler-1389,K,5078,0.74,0.81,-0.14,[Fe/H],-0.534,4.61,2.09,2.61033,V
Kepler-1148,K,5054,0.77,0.81,-0.02,[Fe/H],-0.531,4.58,4.57,8.38181,V
Kepler-1013,K,4954,0.76,0.81,0.04,[Fe/H],-0.531,4.59,4.27,1.79457,V
Kepler-1168,K,5157,0.82,0.87,0.13,[Fe/H],-0.53,4.56,4.27,2.97042,V
Kepler-1266,K,5044,0.76,0.8,-0.07,[Fe/H],-0.53,4.59,5.13,0.36789,V
Kepler-1604,K,4976,0.76,0.81,0.02,[Fe/H],-0.527,4.59,4.17,3.06854,V
K2-118,K,4726.29,0.73,0.76,0.129,[M/H],-0.526,4.53,,2.22691,V
Kepler-659,K,4870,0.74,0.79,0.02,[Fe/H],-0.526,4.6,3.24,2.08906,V
WASP-29,K,4800,0.79,0.77,0.11,[Fe/H],-0.525,4.5,14,2.22,V
K2-283,K,5060,0.82,0.89,0.28,[Fe/H],-0.524,4.56,,2.861,V
Kepler-566,K,5132,0.79,0.83,-0.01,[Fe/H],-0.524,4.57,4.57,6.2581,V
Kepler-240,K,4985,0.74,0.75,0.18,[Fe/H],-0.524,4.63,0.9,2.49621,V
Kepler-1680,K,5021,0.72,0.83,0.2,[Fe/H],-0.524,4.64,13.8,3.10778,V
Kepler-1261,K,5006,0.77,0.82,0.03,[Fe/H],-0.523,4.58,4.47,7.26483,V
Kepler-1459,K,4828,0.74,0.78,0.01,[Fe/H],-0.523,4.61,3.89,2.81287,V
K2-179,K,5015,0.77,0.82,0.03,[Fe/H],-0.523,4.63,,3.34951,V
Kepler-599,K,5127,0.79,0.83,-0.02,[Fe/H],-0.522,4.57,5.01,2.0611,V
Kepler-1529,K,5048,0.77,0.81,-0.03,[Fe/H],-0.52,4.58,4.79,10.95654,V
Kepler-1423,K,4939,0.75,0.79,-0.02,[Fe/H],-0.52,4.59,4.68,6.49067,V
Kepler-1059,K,4906,0.72,0.75,-0.15,[Fe/H],-0.52,4.61,5.37,3.72577,V
Kepler-489,K,5014,0.76,0.82,0,[Fe/H],-0.518,4.59,3.31,3.04681,V
Kepler-1698,K,4975.03,0.74,0.82,0.08,[M/H],-0.518,4.61,,2.84025,V
Kepler-735,K,5107,0.8,0.85,0.07,[Fe/H],-0.517,4.57,4.37,11.97771,V
Kepler-389,G,5376,0.79,0.81,0.16,[Fe/H],-0.516,4.57,4.68,3.06944,V
Kepler-1242,K,4895,0.74,0.77,-0.05,[Fe/H],-0.516,4.6,5.62,4.07205,V
Kepler-486,K,4926,0.75,0.79,-0.04,[Fe/H],-0.514,4.6,4.47,1.51656,V
Kepler-224,G,5018,0.68,0.82,-0.27,[Fe/H],-0.514,4.64,2.29,2.69909,V
Kepler-472,K,4996,0.78,0.85,0.16,[Fe/H],-0.513,4.59,2.69,0.27531,V
Kepler-975,K,4897,0.75,0.8,0.07,[Fe/H],-0.512,4.59,3.89,2.55402,V
K2-274,K,5065,0.74,0.81,-0.13,[Fe/H],-0.509,4.61,,2.98,V
Kepler-1694,K,4954,0.76,0.82,0.14,[Fe/H],-0.508,4.59,0.7,2.67254,V
Kepler-1008,K,5066,0.78,0.81,-0.01,[Fe/H],-0.507,4.56,6.76,3.15618,V
Kepler-847,K,4940,0.77,0.83,0.15,[Fe/H],-0.507,4.58,3.89,2.42571,V
Kepler-675,K,4945,0.75,0.79,-0.05,[Fe/H],-0.507,4.6,4.68,1.80464,V
K2-289,G,5529,1.02,0.95,0.162,[Fe/H],-0.505,4.39,,1.24,V
EPIC 212297394,K,4987.49,0.75,0.83,,,-0.505,4.58,,2.50384,V
Kepler-185,K,5208,0.81,0.81,0.16,[Fe/H],-0.504,4.54,11.9,2.85831,V
Kepler-716,K,5099,0.78,0.83,0,[Fe/H],-0.504,4.58,4.57,2.2726,V
Kepler-707,K,5099,0.76,0.8,-0.12,[Fe/H],-0.501,4.58,4.9,3.2332,V
K2-77,K,4970,0.76,0.8,0.29,[Fe/H],-0.5,4.47,0.85,2.5,V
Kepler-711,K,5222,0.8,0.84,-0.04,[Fe/H],-0.499,4.56,4.37,0.16337,V
Kepler-1145,K,5064,0.75,0.79,-0.13,[Fe/H],-0.498,4.59,4.79,5.25201,V
EPIC 212499991,K,4982.79,0.76,0.91,,,-0.497,4.61,,2.81669,V
Kepler-169,K,4997,0.76,0.84,0.05,[Fe/H],-0.496,4.58,13.8,2.62345,V
Kepler-1702,K,5093,0.73,0.85,-0.24,[Fe/H],-0.496,4.65,,3.135,V
Kepler-345,K,4504,0.62,0.61,0.191,[M/H],-0.495,4.68,2.75,7.23834,V
Kepler-749,K,5009,0.75,0.79,-0.11,[Fe/H],-0.494,4.59,4.57,3.54617,V
Kepler-1356,K,5106,0.78,0.82,-0.02,[Fe/H],-0.486,4.58,4.9,6.80724,V
Kepler-1470,K,4961,0.76,0.8,-0.01,[Fe/H],-0.486,4.59,4.57,1.9121,V
K2-203,K,5000,0.76,0.79,-0.07,[Fe/H],-0.485,4.43,,2.65477,V
Kepler-712,K,5148,0.78,0.84,-0.03,[Fe/H],-0.484,4.58,3.31,2.85327,V
Kepler-1610,G,5383,0.87,0.91,0.1,[Fe/H],-0.483,4.52,4.68,2.711,V
K2-47,K,5054,0.76,0.75,-0.224,[M/H],-0.482,4.54,,2.04062,V
Kepler-709,K,5071,0.77,0.8,-0.08,[Fe/H],-0.481,4.58,4.9,3.27029,V
Kepler-1558,K,5101,0.79,0.83,0,[Fe/H],-0.48,4.57,4.9,3.74289,V
Kepler-934,K,5001,0.77,0.81,0.01,[Fe/H],-0.478,4.59,4.47,9.15588,V
Kepler-237,K,4861,0.72,0.7,0.03,[Fe/H],-0.477,4.58,13.8,2.42359,V
Kepler-977,G,5315,0.83,0.87,-0.01,[Fe/H],-0.476,4.55,4.57,2.04472,V
Kepler-239,K,4914,0.76,0.76,0.09,[Fe/H],-0.475,4.58,3.31,4.37951,V
Kepler-121,G,5311,0.7,0.86,-0.08,[Fe/H],-0.474,4.65,0.5,9.36513,V
Kepler-1083,K,5049,0.77,0.81,-0.02,[Fe/H],-0.473,4.58,4.68,0.45058,V
Kepler-1643,G,5508,0.88,0.92,-0.01,[Fe/H],-0.472,4.52,3.89,3.35637,V
Kepler-165,K,5211,0.77,0.79,0.12,[Fe/H],-0.472,4.54,10.5,0.42495,V
Kepler-261,K,5098,0.79,0.88,0.162,[M/H],-0.471,4.56,3.98,4.50712,V
K2-268,G,5068,0.78,0.84,0.03,[Fe/H],-0.471,4.59,,2.2994,V
Kepler-306,K,4954,0.72,0.81,-0.08,[Fe/H],-0.469,4.61,2.63,3.07953,V
Kepler-957,K,4963,0.75,0.81,-0.01,[Fe/H],-0.468,4.6,2.75,42.355,V
Kepler-1302,K,5236,0.82,0.86,0.04,[Fe/H],-0.467,4.55,4.68,13.16198,V
Kepler-1291,K,5216,0.8,0.84,-0.04,[Fe/H],-0.467,4.56,4.9,1.45628,V
Kepler-124,G,4984,0.64,0.84,-0.46,[Fe/H],-0.467,4.67,1.82,2.23727,V
Kepler-768,K,5108,0.78,0.82,-0.03,[Fe/H],-0.466,4.58,4.57,8.33869,V
K2-256,K,5219,0.78,0.84,-0.1,[Fe/H],-0.465,4.58,,3.60257,V
Kepler-152,K,5088,0.72,0.83,-0.16,[Fe/H],-0.465,4.61,2,1.53369,V
Kepler-1499,K,5097,0.78,0.82,-0.01,[Fe/H],-0.464,4.58,4.68,2.23047,V
Kepler-475,K,5009,0.79,0.86,0.21,[Fe/H],-0.464,4.58,2.69,1.81195,V
Kepler-1414,K,4951,0.75,0.8,-0.02,[Fe/H],-0.464,4.59,4.68,11.12801,V
WASP-53,K,4953,0.8,0.84,0.22,[Fe/H],-0.463,4.55,,2.323,V
Kepler-1222,K,5239,0.8,0.84,-0.04,[Fe/H],-0.458,4.56,4.37,5.10616,V
Kepler-532,K,5192,0.79,0.87,0,[Fe/H],-0.458,4.58,2,2.50395,V
Kepler-250,K,5160,0.81,0.83,0.02,[Fe/H],-0.457,4.57,13.2,2.20456,V
Kepler-681,K,5021,0.76,0.8,-0.04,[Fe/H],-0.457,4.58,5.01,5.76639,V
Kepler-755,K,5043,0.77,0.82,-0.01,[Fe/H],-0.457,4.58,4.9,2.78725,V
Kepler-263,K,5265,0.79,0.8,-0.031,[M/H],-0.456,4.58,7.9,1.90961,V
Kepler-1234,K,4967,0.76,0.8,0.01,[Fe/H],-0.454,4.59,4.37,3.80666,V
Kepler-1665,K,5049.84,0.78,0.84,-0.013,[M/H],-0.45,4.58,13.9,2.52288,V
Kepler-1480,K,5156,0.81,0.85,0.07,[Fe/H],-0.449,4.56,4.79,3.56233,V
Kepler-1037,K,5105,0.78,0.82,-0.03,[Fe/H],-0.448,4.57,5.13,7.38471,V
K2-131,K,5245,0.75,0.84,-0.17,[Fe/H],-0.448,4.61,,2.71,V
Kepler-189,K,5235,0.75,0.79,-0.02,[Fe/H],-0.448,4.62,0.7,2.31395,V
Kepler-161,K,5078,0.81,0.86,0.07,[Fe/H],-0.447,4.55,4.68,6.71333,V
Kepler-153,K,5404,0.89,0.83,-0.12,[Fe/H],-0.446,4.45,13.8,5.61288,IV
Kepler-141,K,4910,0.79,1,0.264,[M/H],-0.446,4.57,12.39,1.81992,V
Kepler-1195,K,4965,0.71,0.74,-0.25,[Fe/H],-0.446,4.61,4.47,6.93388,V
Kepler-1179,K,5212,0.81,0.84,-0.03,[Fe/H],-0.444,4.56,4.9,21.6335,V
Kepler-563,K,5066,0.77,0.8,-0.08,[Fe/H],-0.444,4.58,5.37,7.39065,V
Kepler-949,K,5403,0.86,0.89,0.01,[Fe/H],-0.442,4.53,4.57,4.35145,V
Kepler-330,K,5117,0.72,0.79,0.16,[Fe/H],-0.442,4.64,0.7,2.75123,V
TOI-216,K,5026,0.84,0.87,0.32,[M/H],-0.442,4.66,,2.38,V
K2-241,K,5262,0.75,0.71,-0.44,[Fe/H],-0.441,4.54,,3.10999,V
Kepler-190,K,5106,0.8,0.86,0.02,[Fe/H],-0.441,4.56,3.72,2.77228,V
Kepler-156,K,5094,0.81,0.84,0.254,[M/H],-0.44,4.55,5.37,1.63761,V
Kepler-1034,K,5198,0.8,0.83,-0.06,[Fe/H],-0.439,4.57,4.79,3.01011,V
K2-180,G,5358,0.72,0.72,-0.54,[Fe/H],-0.439,4.58,,3.375,V
Kepler-388,M,4498,0.59,0.64,0,[Fe/H],-0.439,4.69,13.9,3.16904,V
Qatar-1,K,5013,0.8,0.84,0.171,[Fe/H],-0.438,4.55,1.19,2.286,V
Kepler-1566,K,5254,0.81,0.84,-0.07,[Fe/H],-0.437,4.56,5.01,2.85988,V
Kepler-1361,K,5131,0.79,0.83,0,[Fe/H],-0.437,4.57,4.9,1.65693,V
Kepler-776,K,5071,0.78,0.83,0.05,[Fe/H],-0.437,4.58,4.37,7.27284,V
Kepler-1020,K,5227,0.8,0.87,0,[Fe/H],-0.436,4.57,3.63,3.54726,V
K2-206,K,5043,0.76,0.79,-0.14,[Fe/H],-0.435,4.46,,2.3935,V
Kepler-1173,K,5252,0.82,0.86,0,[Fe/H],-0.435,4.55,4.79,3.22018,V
Kepler-1585,G,5538,0.91,0.94,0.08,[Fe/H],-0.434,4.5,4.37,8.05131,V
Kepler-572,K,5212,0.79,0.83,-0.1,[Fe/H],-0.434,4.57,4.68,3.33442,V
K2-80,G,5441,0.87,0.9,0.07,[Fe/H],-0.432,4.52,,1.90744,V
Kepler-352,K,5212,0.78,0.83,-0.07,[Fe/H],-0.432,4.57,3.47,3.24608,V
Kepler-747,K,5096,0.78,0.82,-0.03,[Fe/H],-0.432,4.58,4.79,0.59966,V
Kepler-413,K,4700,0.78,0.82,-0.2,[Fe/H],-0.43,4.57,,1.755,V
K2-70,G,5622,0.93,0.94,0.06,[Fe/H],-0.429,4.48,,2.39642,V
K2-200,K,5233,0.79,0.86,-0.04,[Fe/H],-0.429,4.71,,2.23187,V
Kepler-601,K,5160,0.79,0.85,-0.02,[Fe/H],-0.428,4.57,4.07,0.73018,V
Kepler-861,K,5047,0.78,0.82,0.01,[Fe/H],-0.427,4.58,4.47,7.44905,V
Kepler-989,K,5074,0.78,0.82,0.01,[Fe/H],-0.427,4.58,4.68,18.99927,V
Kepler-693,K,4881,0.72,0.76,-0.1,[Fe/H],-0.427,4.61,4.47,2.43887,V
Kepler-1539,K,5176,0.8,0.84,-0.01,[Fe/H],-0.426,4.57,4.79,3.0216,V
Kepler-790,K,5208,0.8,0.84,-0.05,[Fe/H],-0.424,4.56,4.9,9.48847,V
